Id,name,main_category,sub_category,image,link,ratings,no_of_ratings,discount_price,actual_price
205,"Crompton Arno Neo 15-L 5 Star Rated Storage Water Heater (Geyser) With Advanced 3 Level Safety (Grey), Wall Mounting",appliances,All Appliances,https://m.media-amazon.com/images/I/515nNlnjmSL._AC_UL320_.jpg,https://www.amazon.in/Crompton-Arno-Neo-ASWH-3015-Star-Rated/dp/B08GSQXLJ2/ref=sr_1_206?qid=1679135597&s=appliances&sr=1-206,4.1,"15,342","₹5,958","₹10,400"
206,"Philips EasySpeed Plus Steam Iron GC2145/20-2200W, Quick Heat Up with up to 30 g/min steam, 110 g steam Boost, Scratch Res...",appliances,All Appliances,https://m.media-amazon.com/images/I/61YN6QwPR-L._AC_UL320_.jpg,https://www.amazon.in/EasySpeed-GC2145-Resistant-Soleplate-Drip-Stop/dp/B08H6CZSHT/ref=sr_1_207?qid=1679135597&s=appliances&sr=1-207,4.3,"2,428","₹2,903","₹3,995"
207,"Allin Exporters J66 Ultrasonic Humidifier Cool Mist Air Purifier for Dryness, Cold & Cough Large Capacity for Room, Baby, ...",appliances,All Appliances,https://m.media-amazon.com/images/I/41we1aSBRWL._AC_UL320_.jpg,https://www.amazon.in/Allin-Exporters-Ultrasonic-Humidifier-Purifier/dp/B01M69WCZ6/ref=sr_1_208?qid=1679135597&s=appliances&sr=1-208,4.0,"4,103","₹2,149","₹3,550"
208,ENEM Sealing Machine | 8 Inch (200 mm) | 1 Year Warranty | Full Customer Support | Beep Sound Function | Plastic Packing M...,appliances,All Appliances,https://m.media-amazon.com/images/I/71le2ToD4VL._AC_UL320_.jpg,https://www.amazon.in/Sealing-Machine-Warranty-Function-Plastic/dp/B0989WNWN2/ref=sr_1_209?qid=1679135597&s=appliances&sr=1-209,4.0,"3,275","₹1,093","₹1,599"
209,"Goodscity Garment Steamer for Clothes, Steam Iron Press - Vertical & Horizontal Steaming up to 22g/min, 1200 Watt, 230 ml ...",appliances,All Appliances,https://m.media-amazon.com/images/I/61Qupiu00OL._AC_UL320_.jpg,https://www.amazon.in/Goodscity-Garment-Steamer-Clothes-Steam/dp/B09PDZNSBG/ref=sr_1_210?qid=1679135597&s=appliances&sr=1-210,4.4,957,"₹2,675","₹4,500"
210,SHAYONAM (Pack of 2) Portable Lint Remover For Clothes Pet Fur Remover Clothes Fuzz Remover Pet Hairball Quick Epilator Sh...,appliances,All Appliances,https://m.media-amazon.com/images/I/61FT6bK-XEL._AC_UL320_.jpg,https://www.amazon.in/SHAYONAM-Portable-Hairball-Epilator-Furniture/dp/B0BT4QQTYJ/ref=sr_1_211?qid=1679135597&s=appliances&sr=1-211,4.6,52,₹284,₹999
211,Stewit Multipurpose Portable Electronic Digital Weighing Scale Weight Machine | Weight Machine | 10 Kg,appliances,All Appliances,https://m.media-amazon.com/images/I/41ZztyOsBmL._AC_UL320_.jpg,https://www.amazon.in/Stewit-Multipurpose-Portable-Electronic-Weighing/dp/B0BRJ1GVYS/ref=sr_1_212?qid=1679135597&s=appliances&sr=1-212,4.1,34,,₹229
212,Eureka Forbes Sure from Forbes Easy Clean NXT Handheld Vacuum Cleaner|800 Watts Powerful|Suction & Blower Function|Multipl...,appliances,All Appliances,https://m.media-amazon.com/images/I/6117AJ-j1qL._AC_UL320_.jpg,https://www.amazon.in/Eureka-Forbes-Handheld-Powerful-Accessories/dp/B0B9JZH5ZQ/ref=sr_1_213?qid=1679135597&s=appliances&sr=1-213,4.0,93,"₹2,599","₹3,999"
213,"Preethi Zodiac MG-218 mixer grinder, 750 watt, Black/Light Grey, 5 jars - 3 In 1 insta fresh juicer Jar & Master chef food...",appliances,All Appliances,https://m.media-amazon.com/images/I/51fk7XHeX+L._AC_UL320_.jpg,https://www.amazon.in/Preethi-MG-218-750-Watt-Grinder/dp/B01EOWY2JE/ref=sr_1_214?qid=1679135597&s=appliances&sr=1-214,4.3,"13,031","₹9,179","₹12,395"
214,Philips HI114 1000-Watt Dry Iron,appliances,All Appliances,https://m.media-amazon.com/images/I/51T7qZ+PViL._AC_UL320_.jpg,https://www.amazon.in/Philips-HI114-1000-Watt-American-Soleplate/dp/B009WG85ZA/ref=sr_1_215?qid=1679135597&s=appliances&sr=1-215,4.3,"12,871","₹1,129","₹1,245"
215,Pigeon By Stovekraft All in One Super Cooker Aluminium with Outer Lid Induction and Gas Stove Compatible 5 Litre Capacity ...,appliances,All Appliances,https://m.media-amazon.com/images/I/51OhGq1Y8TL._AC_UL320_.jpg,https://www.amazon.in/Pigeon-Stovekraft-Ceramic-Cooker-Transparent/dp/B00N143BAI/ref=sr_1_216?qid=1679135597&s=appliances&sr=1-216,4.0,"4,316","₹1,995","₹3,995"
216,Havells Ventil Air DSP 230mm Exhaust Fan (Choco Brown) (FHVVEMTBRN09),appliances,All Appliances,https://m.media-amazon.com/images/I/71k+QliY70L._AC_UL320_.jpg,https://www.amazon.in/Havells-Ventil-230mm-Exhaust-FHVVEMTBRN09/dp/B091FBFFMM/ref=sr_1_217?qid=1679135598&s=appliances&sr=1-217,4.0,"8,221","₹1,298","₹2,015"
217,"Inalsa Hand Blender| Hand Mixer|Beater - Easy Mix, Powerful 250 Watt Motor | Variable 7 Speed Control | 1 Year Warranty |...",appliances,All Appliances,https://m.media-amazon.com/images/I/61Gmi+QWBzL._AC_UL320_.jpg,https://www.amazon.in/Inalsa-Easy-Mix-200-Watt-Mixer/dp/B075K76YW1/ref=sr_1_218?qid=1679135598&s=appliances&sr=1-218,4.2,"15,408",₹954,"₹1,695"
218,Havells Ventil Air DX 200mm Exhaust Fan (White),appliances,All Appliances,https://m.media-amazon.com/images/I/615pC07ETGL._AC_UL320_.jpg,https://www.amazon.in/Havells-FHVVEDXOWH08-Ventil-200mm-White/dp/B00KIDSU8S/ref=sr_1_219?qid=1679135598&s=appliances&sr=1-219,4.2,"8,061","₹1,348","₹2,130"
219,"Havells Glydo 1000 watt Dry Iron With American Heritage Non Stick Sole Plate, Aerodynamic Design, Easy Grip Temperature Kn...",appliances,All Appliances,https://m.media-amazon.com/images/I/71jRXnLy8WL._AC_UL320_.jpg,https://www.amazon.in/Havells-Glydo-1000-Watt-Iron-Charcoal/dp/B07LDPLSZC/ref=sr_1_220?qid=1679135598&s=appliances&sr=1-220,4.2,"4,344",₹799,"₹1,190"
220,"Haier 190 L 4 Star Single Door Refrigerator (HED-204DS-P, Dazzle Steel,2023 Model)",appliances,All Appliances,https://m.media-amazon.com/images/I/71uc7LdOzmL._AC_UL320_.jpg,https://www.amazon.in/Haier-Single-Refrigerator-HED-204DS-P-Dazzle/dp/B0BTHLMS39/ref=sr_1_221?qid=1679135598&s=appliances&sr=1-221,4.2,"4,185","₹14,790","₹20,990"
221,"Butterfly Hero Mixer Grinder, 500W, 3 Jars (Grey)",appliances,All Appliances,https://m.media-amazon.com/images/I/71r6x8qJF4L._AC_UL320_.jpg,https://www.amazon.in/Butterfly-Hero-500-Mixer-Grinder/dp/B07TXCY3YK/ref=sr_1_222?qid=1679135598&s=appliances&sr=1-222,3.9,"11,229","₹1,899","₹3,899"
222,"BlendLife Pro Portable Blender For Juices, Shakes, Smoothies, Baby Food & So Much More. 210Watt and 4000MAH Rechargeable B...",appliances,All Appliances,https://m.media-amazon.com/images/I/51l550plfvL._AC_UL320_.jpg,https://www.amazon.in/BLENDLIFE-Rechargeable-Portable-Blender-Leakproof/dp/B09TQT374D/ref=sr_1_223?qid=1679135598&s=appliances&sr=1-223,3.8,148,"₹2,299","₹3,999"
223,"Samsung 324 L 3 Star Inverter Frost Free Double Door Refrigerator (RT34T4513S8/HL, Convertible 5In 1, Elegant Inox)",appliances,All Appliances,https://m.media-amazon.com/images/I/61i2ZgC3s8L._AC_UL320_.jpg,https://www.amazon.in/Samsung-Refrigerator-RT34T4513S8-HL-Convertible/dp/B08345R1ZW/ref=sr_1_224?qid=1679135598&s=appliances&sr=1-224,4.3,"2,253","₹34,490","₹41,900"
224,"V-Guard iMagno 410 Inverter AC Voltage Stabilizer for up to 1.5 ton, with Digital Display and Advanced EMI Filter (Working...",appliances,All Appliances,https://m.media-amazon.com/images/I/41mg2MIHgBL._AC_UL320_.jpg,https://www.amazon.in/V-Guard-iMagno-Inverter-Stabilizer-Working/dp/B08ZJG49S1/ref=sr_1_225?qid=1679135598&s=appliances&sr=1-225,4.3,"1,711","₹2,350","₹3,400"
225,"Larrito wooden Cool Mist Humidifiers Essential Oil Diffuser Aroma Air Humidifier with Colorful Change for Car, Office, Bab...",appliances,All Appliances,https://m.media-amazon.com/images/I/61ovODYEJmL._AC_UL320_.jpg,https://www.amazon.in/Larrito-Humidifiers-Humidifier-humidifiers-humidifier/dp/B09NHM7S9H/ref=sr_1_226?qid=1679135598&s=appliances&sr=1-226,4.0,114,₹499,₹599
226,Havells Instanio 3-Litre Instant Geyser (White/Blue),appliances,All Appliances,https://m.media-amazon.com/images/I/51zfltcF4hL._AC_UL320_.jpg,https://www.amazon.in/Havells-Instanio-3-Litre-Instant-Geyser/dp/B078JDNZJ8/ref=sr_1_227?qid=1679135598&s=appliances&sr=1-227,4.3,"13,42","₹3,645","₹5,870"
227,"Panasonic 20L Solo Microwave Oven (NN-ST26JMFDG, Silver, 51 Auto Menus)",appliances,All Appliances,https://m.media-amazon.com/images/I/71Odjpsi1NL._AC_UL320_.jpg,https://www.amazon.in/Panasonic-Microwave-NN-ST26JMFDG-Silver-Menus/dp/B08CL8XF75/ref=sr_1_228?qid=1679135598&s=appliances&sr=1-228,4.4,"3,959","₹5,790","₹7,490"
228,House of Quirk Lint Rollers Brush Reusable Sticky Picker Cleaner Roller Easy-Tear Sheets Pet Hair Lint Roller 10cm Sheet S...,appliances,All Appliances,https://m.media-amazon.com/images/I/71NIFul4kXL._AC_UL320_.jpg,https://www.amazon.in/House-Quirk-Rollers-Reusable-Easy-Tear/dp/B09QX1SWRV/ref=sr_1_229?qid=1679135598&s=appliances&sr=1-229,3.9,"1,251",₹299,₹499
229,"Prestige Aluminium Omega Select Plus IB Non-Stick Omni Tawa, 27.5 cm, Multicolour, Medium",appliances,All Appliances,https://m.media-amazon.com/images/I/71kKZrnSj-S._AC_UL320_.jpg,https://www.amazon.in/Prestige-Aluminium-Select-Non-Stick-Multicolour/dp/B095SFQ9QT/ref=sr_1_230?qid=1679135598&s=appliances&sr=1-230,4.3,280,₹785.51,"₹1,130"
230,"Prestige Omega Deluxe Granite Dosa Tawa, 280 mm, Black",appliances,All Appliances,https://m.media-amazon.com/images/I/61ItVkRPIuL._AC_UL320_.jpg,https://www.amazon.in/Prestige-Omega-Deluxe-Granite-280mm/dp/B00QWQ0TCU/ref=sr_1_231?qid=1679135598&s=appliances&sr=1-231,4.2,"13,299","₹1,037","₹1,120"
231,Orpat HHB-100E 250-Watt Hand Blender (White),appliances,All Appliances,https://m.media-amazon.com/images/I/31l0oxTSJuL._AC_UL320_.jpg,https://www.amazon.in/Orpat-HHB-100E-250-Watt-Blender-White/dp/B0085W2MUQ/ref=sr_1_232?qid=1679135598&s=appliances&sr=1-232,4.2,"6,218",₹749,₹970
232,"Sure From Aquaguard Delight NXT RO+UV+UF+Taste Adjuster(MTDS),6L water purifier,8 stages purification,Suitable for borewel...",appliances,All Appliances,https://m.media-amazon.com/images/I/41WI75+l6TL._AC_UL320_.jpg,https://www.amazon.in/Aquaguard-purification-municipal-Eureka-Forbes/dp/B09YLWT89W/ref=sr_1_233?qid=1679135598&s=appliances&sr=1-233,3.9,"5,397","₹8,999","₹18,000"
233,"VR Smart Plastic Measuring Spoon and Cup Set, 8-Pieces (Black, Pack of 1)",appliances,All Appliances,https://m.media-amazon.com/images/I/619TNKc43xL._AC_UL320_.jpg,https://www.amazon.in/VR-Smart-Plastic-Measuring-8-Pieces/dp/B08FYMSSC9/ref=sr_1_234?qid=1679135598&s=appliances&sr=1-234,4.2,"9,279",₹79,₹89
234,"Prestige Aluminium Omega Select Plus IB Non-Stick Fry Pan, 20 cm, Black, Medium",appliances,All Appliances,https://m.media-amazon.com/images/I/71661PWGzcL._AC_UL320_.jpg,https://www.amazon.in/Prestige-Aluminium-Select-Non-Stick-Multicolour/dp/B095S77C5H/ref=sr_1_235?qid=1679135598&s=appliances&sr=1-235,4.2,955,₹579,₹770
235,"Pigeon by Stovekraft Quartz Electric Kettle (14299) 1.7 Litre with Stainless Steel Body, used for boiling Water, making te...",appliances,All Appliances,https://m.media-amazon.com/images/I/51E0GchU5kL._AC_UL320_.jpg,https://www.amazon.in/Pigeon-Stovekraft-Quartz-Electric-Kettle/dp/B07WGPBXY9/ref=sr_1_236?qid=1679135598&s=appliances&sr=1-236,3.9,"17,844",₹719,"₹1,345"
236,"Carrier 1 Ton 3 Star AI Flexicool Inverter Split AC (Copper, Convertible 4-in-1 Cooling,Dual Filtration with HD & PM 2.5 F...",appliances,All Appliances,https://m.media-amazon.com/images/I/51sTXvsanQL._AC_UL320_.jpg,https://www.amazon.in/Carrier-Flexicool-Inverter-Convertible-Filtration/dp/B0BR58HRD2/ref=sr_1_237?qid=1679135598&s=appliances&sr=1-237,4.1,674,"₹30,990","₹58,190"
237,"Voltas 1.5 Ton, 5 Star, Inverter Split AC(Copper, 4-in-1 Adjustable Mode, Anti-dust Filter, 2023 Model, 185V DAZJ, White)",appliances,All Appliances,https://m.media-amazon.com/images/I/51WQ3nWF0vL._AC_UL320_.jpg,https://www.amazon.in/Voltas-Inverter-Split-Conditioner-VOLTAS/dp/B09WDP2DLF/ref=sr_1_238?qid=1679135598&s=appliances&sr=1-238,4.0,801,"₹37,999","₹73,990"
238,"ELITE PRODUCTS Front Load IFB Washing Machine Cover (6.5, 7, 7.5 and 8 Kg, 63 X63 X81 cm)",appliances,All Appliances,https://m.media-amazon.com/images/I/81ejw-nL3aL._AC_UL320_.jpg,https://www.amazon.in/ELITE-PRODUCTS-Front-Washing-Machine/dp/B07VT3ZM56/ref=sr_1_239?qid=1679135598&s=appliances&sr=1-239,4.4,"2,1",₹484,"₹1,499"
239,Havells Leganza 4 Blade 1200mm Ceiling Fan (Bronze Gold),appliances,All Appliances,https://m.media-amazon.com/images/I/71DvWFLfx4L._AC_UL320_.jpg,https://www.amazon.in/Havells-Leganza-1200mm-Ceiling-Bronze/dp/B00B4BBDNW/ref=sr_1_240?qid=1679135598&s=appliances&sr=1-240,4.2,"5,016","₹3,199","₹6,010"
240,"AGARO Glory Cool Mist Ultrasonic Humidifier, 4.5Litres, For Large Area, Room, Home, Office, Adjustable Mist Output, Cerami...",appliances,All Appliances,https://m.media-amazon.com/images/I/61uCsudiZVL._AC_UL320_.jpg,https://www.amazon.in/AGARO-Ultrasonic-Humidifier-4-5Litres-Adjustable/dp/B09P182Z2H/ref=sr_1_241?qid=1679135600&s=appliances&sr=1-241,4.2,288,"₹3,118","₹5,799"
241,Factcore Designer Black Box Fridge Top Cover (21 X 39 Inches),appliances,All Appliances,https://m.media-amazon.com/images/I/71VkEUbg6hL._AC_UL320_.jpg,https://www.amazon.in/Factcore-Designer-Black-Fridge-Inches/dp/B07WXJGQQ6/ref=sr_1_242?qid=1679135600&s=appliances&sr=1-242,4.1,"5,539",₹179,₹499
242,"HIFRESH Portable Air Cooler for Home, 4.1L Cooling Tower Fan w/ 80W Low Power Consumption, 3 Speeds & 4 Modes Personal Swa...",appliances,All Appliances,https://m.media-amazon.com/images/I/616JVNzAHVL._AC_UL320_.jpg,https://www.amazon.in/HIFRESH-Portable-Consumption-Personal-Evaporative/dp/B0BPH34RDV/ref=sr_1_243?qid=1679135600&s=appliances&sr=1-243,4.2,71,"₹11,275","₹13,500"
243,Kuber Industries Waterproof Canvas Laundry Bag/Hamper|Metalic Printed with Handles|Foldable Bin & 45 Liter Capicity|Size 3...,appliances,All Appliances,https://m.media-amazon.com/images/I/71udVIKIyVL._AC_UL320_.jpg,https://www.amazon.in/Kuber-Industries-Waterproof-Organizer-KUBMART2741/dp/B08FMSGNMC/ref=sr_1_244?qid=1679135600&s=appliances&sr=1-244,4.0,"1,394",₹182,₹459
244,atomberg Efficio+ 400mm Table Pedestal 2 in 1 Swing Fan | High Speed BLDC Motor with Remote Control (White),appliances,All Appliances,https://m.media-amazon.com/images/I/71vpQndfOjL._AC_UL320_.jpg,https://www.amazon.in/Atomberg-Efficio-Pedestal-Control-Formerly/dp/B086TFXRS7/ref=sr_1_245?qid=1679135600&s=appliances&sr=1-245,4.3,"2,639","₹4,750","₹6,890"
245,"Elica 60 cm 1200 m3/hr Filterless Auto Clean Chimney with 15 Years Warranty (WDFL 606 HAC LTW MS NERO, Touch + Motion Sens...",appliances,All Appliances,https://m.media-amazon.com/images/I/61MMo3L63rL._AC_UL320_.jpg,https://www.amazon.in/Elica-WDFL-606-HAC-NERO/dp/B08CKNVG3B/ref=sr_1_246?qid=1679135600&s=appliances&sr=1-246,4.5,"9,675","₹12,999","₹23,990"
246,"Wonderchef Nutri-blend Complete Kitchen Machine | 22000 RPM Juicer Mixer Grinder, Blender, Chopper | 400W Powerful motor |...",appliances,All Appliances,https://m.media-amazon.com/images/I/616+iMI2ZDL._AC_UL320_.jpg,https://www.amazon.in/Wonderchef-Nutri-Blend-CKM-Jars-Black/dp/B07FL3WRX5/ref=sr_1_247?qid=1679135600&s=appliances&sr=1-247,3.7,"11,48","₹2,974","₹6,500"
247,"Morphy Richards Icon Superb 750W Mixer Grinder, 4 Jars, Silver and Black",appliances,All Appliances,https://m.media-amazon.com/images/I/61Z+vqDhnvL._AC_UL320_.jpg,https://www.amazon.in/Morphy-Richards-Icon-Superb-Grinder/dp/B08H673XKN/ref=sr_1_248?qid=1679135600&s=appliances&sr=1-248,4.2,"4,9","₹3,249","₹7,795"
248,EMBOX Milk Frother Handheld Coffee Frother Blender-USB Rechargeable Electric Coffee Beater for Cappuccino-Whisker Electric...,appliances,All Appliances,https://m.media-amazon.com/images/I/61u9IUxQlyL._AC_UL320_.jpg,https://www.amazon.in/EMBOX-Frother-Blender-USB-Rechargeable-Cappuccino-Whisker/dp/B0BGJKY3HX/ref=sr_1_249?qid=1679135600&s=appliances&sr=1-249,4.3,101,₹589,"₹1,999"
249,"Daikin 1 Ton 3 Star Inverter Split AC (Copper, PM 2.5 Filter, Triple Display, Dew Clean Technology, Coanda Airflow, 2023 M...",appliances,All Appliances,https://m.media-amazon.com/images/I/51Nff1pJMqL._AC_UL320_.jpg,https://www.amazon.in/Daikin-Inverter-Display-Technology-MTKL35U/dp/B0BK28T4BZ/ref=sr_1_250?qid=1679135600&s=appliances&sr=1-250,4.2,558,"₹32,990","₹48,200"
250,The Better Home Lint Roller for Clothes | Wooden Lint Remover for Clothes | Reusable Easy Tear Sheets | 60 Sheets Per Roll...,appliances,All Appliances,https://m.media-amazon.com/images/I/31J-ca1u8lL._AC_UL320_.jpg,https://www.amazon.in/Better-Home-Clothes-Remover-Reusable/dp/B0B7S436HC/ref=sr_1_251?qid=1679135600&s=appliances&sr=1-251,4.1,190,₹265,₹899
251,Tosaa T2STSR Sandwich Gas Toaster Regular (Black),appliances,All Appliances,https://m.media-amazon.com/images/I/614W1aHgqpL._AC_UL320_.jpg,https://www.amazon.in/Tosaa-Nonstick-Sandwich-Toaster-Regular/dp/B07RX42D3D/ref=sr_1_252?qid=1679135600&s=appliances&sr=1-252,3.9,"13,51",₹260,₹350
252,AGARO Imperial 240-Watt Slow Juicer with Cold Press Technology,appliances,All Appliances,https://m.media-amazon.com/images/I/61rj3mgfCgL._AC_UL320_.jpg,https://www.amazon.in/AGARO-Imperial-Slow-Juicer-Watts/dp/B07R679HTT/ref=sr_1_253?qid=1679135600&s=appliances&sr=1-253,4.4,"2,778","₹12,609","₹23,999"
253,"InstaCuppa Rechargeable Mini Electric Chopper - Stainless Steel Blades, One Touch Operation, for Mincing Garlic, Ginger, O...",appliances,All Appliances,https://m.media-amazon.com/images/I/61-YKsMfSUL._AC_UL320_.jpg,https://www.amazon.in/InstaCuppa-Rechargeable-Mini-Electric-Chopper/dp/B09CKSYBLR/ref=sr_1_254?qid=1679135600&s=appliances&sr=1-254,4.1,"1,961",₹999,"₹1,499"
254,"Symphony Diet 12T Personal Tower Air Cooler for Home with Honeycomb Pad, Powerful Blower, i-Pure Technology and Low Power ...",appliances,All Appliances,https://m.media-amazon.com/images/I/51n6qJpi9ML._AC_UL320_.jpg,https://www.amazon.in/Symphony-Diet-12-Litre-Cooler/dp/B00IYD419Q/ref=sr_1_255?qid=1679135600&s=appliances&sr=1-255,3.6,"8,693","₹5,899","₹7,299"
255,"Philips Handheld Garment Steamer GC360/30 - Vertical & Horizontal Steaming, 1200 Watt, up to 22g/min",appliances,All Appliances,https://m.media-amazon.com/images/I/41Qx7m5vVaL._AC_UL320_.jpg,https://www.amazon.in/Philips-Handheld-Garment-Steamer-Purple/dp/B07DXRGWDJ/ref=sr_1_256?qid=1679135600&s=appliances&sr=1-256,3.8,"2,238","₹4,575","₹5,995"
256,Candes Brio Turbo 600 mm / 24 Inch High Speed 4 Blade Anti-Dust Ceiling Fan Suitable for Kitchen/Veranda/Balcony/Small Roo...,appliances,All Appliances,https://m.media-amazon.com/images/I/51bNXgZ5uuL._AC_UL320_.jpg,https://www.amazon.in/Candes-Brio-Turbo-Anti-Dust-Suitable/dp/B08JGPY3PJ/ref=sr_1_257?qid=1679135600&s=appliances&sr=1-257,4.0,"3,189","₹1,119","₹2,299"
257,"Livpure Glo Star RO+UV+UF+Mineraliser - 7 L Storage, 15 LPH Water Purifier for Home, Suitable for Borewell, Tanker, Munici...",appliances,All Appliances,https://m.media-amazon.com/images/I/41vt+pz11WL._AC_UL320_.jpg,https://www.amazon.in/Livpure-Glo-Star-Mineraliser-Municipal/dp/B0BCYQY9X5/ref=sr_1_258?qid=1679135600&s=appliances&sr=1-258,4.5,243,"₹8,498","₹16,490"
258,"Candes Lynx High Speed Anti-dust Decorative 5 Star Rated Ceiling Fan 2 Yrs Warranty (1200MM, Coffee Brown)",appliances,All Appliances,https://m.media-amazon.com/images/I/51sIg8q3fiL._AC_UL320_.jpg,https://www.amazon.in/Candes-Lynx-Anti-dust-Decorative-Warranty/dp/B09HH7TD1M/ref=sr_1_259?qid=1679135600&s=appliances&sr=1-259,3.8,"4,57","₹1,449","₹2,299"
259,Usha Janome Dream Stitch Automatic Zig-Zag Electric Sewing Machine with 14 Stitch Function (White and Blue) with Free Sewi...,appliances,All Appliances,https://m.media-amazon.com/images/I/513IOlGwNiL._AC_UL320_.jpg,https://www.amazon.in/Usha-Janome-Dream-Stitch-Automatic/dp/B086X18Q71/ref=sr_1_260?qid=1679135600&s=appliances&sr=1-260,4.3,"13,506","₹9,799","₹12,650"
260,Genteel® Lintshaver Remover for Clothes Compatible to Remove Lintshaver Remover for Clothes Fuzz Bubble Fabric Shaver for ...,appliances,All Appliances,https://m.media-amazon.com/images/I/71wB2DG3r0L._AC_UL320_.jpg,https://www.amazon.in/INFINITY-ELECTRIC-Remover-Sweaters-Blankets/dp/B07KR3K68V/ref=sr_1_261?qid=1679135600&s=appliances&sr=1-261,4.1,"6,621",₹399,₹999
261,"LG 185 L 5 Star Inverter Direct-Cool Single Door Refrigerator (GL-D201APZU, Shiny Steel, Base stand with drawer)",appliances,All Appliances,https://m.media-amazon.com/images/I/61MaF1ibiiL._AC_UL320_.jpg,https://www.amazon.in/LG-Inverter-Direct-Cool-Refrigerator-GL-D201APZU/dp/B0BRQ9L7P1/ref=sr_1_262?qid=1679135600&s=appliances&sr=1-262,4.4,"1,357","₹16,990","₹21,999"
262,Orient Electric Stand-82 400 MM Oscillating Pedestal Fans | PP Plastic Stand Fan with Tilt Mechanism | High Air Delivery |...,appliances,All Appliances,https://m.media-amazon.com/images/I/71dJAE-SdTL._AC_UL320_.jpg,https://www.amazon.in/Orient-Electric-Stand-82-Pedestal-Crystal/dp/B01DLTW3LK/ref=sr_1_263?qid=1679135600&s=appliances&sr=1-263,4.0,"2,576","₹2,625","₹3,820"
263,"HUL Pureit Germkill kit for Advanced 23 L water purifier - 3000 L Capacity, Sand, Multicolour",appliances,All Appliances,https://m.media-amazon.com/images/I/41EqXDTlYPL._AC_UL320_.jpg,https://www.amazon.in/HUL-Pureit-Germkill-Advanced-Purifier/dp/B00B3VFJY2/ref=sr_1_264?qid=1679135600&s=appliances&sr=1-264,4.2,"4,834",,₹980
264,"Spenfrone Refrigerator Stand, Washing Machine Stand, Furniture Base Stand, Fridge Stands for Single Door and Double Door (...",appliances,All Appliances,https://m.media-amazon.com/images/I/71O+eOWGoPL._AC_UL320_.jpg,https://www.amazon.in/Spenfrone-Refrigerator-Washing-Machine-Furniture/dp/B0B979F1Q8/ref=sr_1_265?qid=1679135601&s=appliances&sr=1-265,4.1,317,,₹89
